ProductID,Name,TotalRating,AverageScore
150,realme C61,0,0.0
151,realme C65,0,0.0
152,realme C65s,0,0.0
153,realme C67,0,0.0
154,realme Note 50,0,0.0
155,realme Note 60,0,0.0
156,vivo V30 5G 12GB/512GB,0,0.0
157,vivo V30e 5G,0,0.0
158,vivo V40 Lite 8GB/256GBMẫu mới,0,0.0
159,vivo Y03,0,0.0
160,vivo Y03T 4GB/128GB,0,0.0
161,vivo Y100,0,0.0
162,vivo Y18,0,0.0
163,vivo Y19sMẫu mới,0,0.0
164,vivo Y28,0,0.0
165,vivo Y36 8GB/256GB,0,0.0
